0,91.37,58.29,134.2,89.53,61.21,130.56,140.08,126.11,126.4
1,91.44,58.19,134.16,89.46,61.21,130.52,140.08,126.11,126.48
2,91.44,58.09,134.2,89.53,61.21,130.44,140.08,126.11,126.48
3,91.37,58.09,134.16,89.53,61.21,130.48,140.08,126.07,126.35
4,91.44,58.09,134.2,89.53,61.02,130.52,140.11,126.11,126.44
5,91.44,58.09,134.2,89.46,61.11,130.52,140.11,126.11,126.4
6,91.44,58.09,134.13,89.53,61.11,130.56,140.08,126.02,126.4
7,91.37,57.99,134.16,89.46,61.02,130.56,140.11,125.98,126.52
8,91.44,58.09,134.2,89.46,61.02,130.48,140.08,126.11,126.4
9,91.51,58.29,134.16,89.46,61.11,130.52,140.08,126.11,126.4
10,91.64,58.68,134.2,89.46,61.02,130.56,140.11,126.02,126.4
11,91.91,58.88,134.24,89.46,61.11,130.52,140.11,126.07,126.4
12,92.25,59.18,134.27,89.46,61.11,130.48,140.11,126.07,126.4
13,93.11,59.96,134.34,89.53,61.3,130.52,140.05,126.11,126.44
14,94.03,60.73,134.38,89.66,61.59,130.52,140.08,126.07,126.44
15,94.23,60.92,134.34,89.6,61.78,130.56,140.08,126.07,126.31
16,95.52,61.88,134.42,90.01,62.26,130.52,140.08,126.07,126.48
17,96.16,62.54,134.42,90.22,62.63,130.6,140.05,126.07,126.44
18,97.48,63.57,134.49,90.69,63.2,130.56,140.08,126.11,126.48
19,97.73,63.76,134.52,90.69,63.57,130.6,140.08,126.15,126.56
20,98.54,64.41,134.52,91.1,63.94,130.67,140.08,126.07,126.56
21,99.88,65.51,134.56,91.78,65.14,130.64,140.08,126.07,126.6
22,101.62,67.14,134.63,92.85,66.69,130.75,140.05,126.15,126.76
23,101.97,67.5,134.7,93.04,67.14,130.79,140.05,126.19,126.76
24,102.44,67.95,134.77,93.37,67.59,130.83,140.08,126.27,126.84
25,104.12,69.8,134.7,94.68,70.06,130.9,140.15,126.52,127.13
26,104.51,70.32,134.74,95.0,70.58,130.94,140.08,126.52,127.13
27,105.02,70.92,134.74,95.52,71.18,130.94,140.11,126.68,127.25
28,106.14,72.46,134.84,96.54,73.05,131.02,140.11,126.72,127.45
