700.0,94.226,66.692,137.727,95.198,70.145,134.308,141.899,130.788,130.635
700.1,94.226,66.692,137.761,95.134,70.145,134.236,141.899,130.75,130.674
700.2,94.226,66.692,137.693,95.069,70.232,134.272,141.931,130.788,130.674
700.3,94.161,66.782,137.693,95.134,70.232,134.272,141.899,130.788,130.635
700.4,94.161,66.692,137.659,95.069,70.145,134.2,141.899,130.712,130.635
700.5,94.292,66.962,137.659,95.134,70.232,134.272,141.868,130.75,130.635
700.6,94.226,66.692,137.693,95.134,70.145,134.272,141.868,130.788,130.712
700.7,94.292,66.692,137.693,95.198,70.145,134.272,141.837,130.75,130.674
700.8,94.292,66.782,137.625,95.134,70.145,134.308,141.868,130.75,130.635
700.9,94.292,66.782,137.659,95.069,70.232,134.308,141.899,130.712,130.635
701.0,94.292,66.782,137.693,95.134,70.145,134.272,141.962,130.788,130.635
701.1,94.292,66.782,137.693,95.134,70.145,134.272,141.868,130.75,130.635
701.2,94.292,66.692,137.693,95.005,70.145,134.272,141.899,130.75,130.635
701.3,94.292,66.872,137.693,95.134,70.232,134.236,141.899,130.788,130.635
701.4,94.292,66.782,137.693,95.069,70.232,134.272,141.899,130.75,130.674
701.5,94.357,66.782,137.693,95.198,70.232,134.236,141.899,130.788,130.712
701.6,94.357,66.782,137.727,95.134,70.145,134.272,141.868,130.75,130.788
701.7,94.357,66.782,137.693,95.069,70.145,134.272,141.899,130.75,130.674
701.8,94.422,66.782,137.727,95.134,70.145,134.272,141.899,130.75,130.635
701.9,94.357,66.782,137.761,95.134,70.319,134.272,141.899,130.75,130.597
702.0,94.487,66.962,137.761,95.134,70.058,134.272,141.868,130.826,130.635
702.1,94.357,66.872,137.693,95.134,70.232,134.236,141.868,130.75,130.635
702.2,94.422,66.872,137.693,95.134,70.232,134.236,141.899,130.712,130.635
702.3,94.357,66.782,137.727,95.134,70.232,134.236,141.899,130.712,130.635
702.4,94.487,66.872,137.828,95.134,70.058,134.236,141.931,130.788,130.635
702.5,94.487,66.962,137.693,95.134,70.232,134.308,141.868,130.75,130.635
702.6,94.487,66.872,137.693,95.134,70.232,134.236,141.931,130.75,130.635
702.7,94.487,66.872,137.761,95.198,70.145,134.236,141.899,130.712,130.635
702.8,94.487,66.872,137.761,95.134,70.319,134.236,141.899,130.788,130.712
702.9,94.552,66.962,137.727,95.134,70.232,134.236,141.868,130.788,130.635
703.0,94.487,66.872,137.761,95.198,70.232,134.236,141.868,130.788,130.712
703.1,94.487,66.872,137.693,95.134,70.232,134.272,141.899,130.75,130.635
703.2,94.552,66.872,137.727,95.134,70.406,134.272,141.899,130.712,130.674
703.3,94.617,66.872,137.727,95.134,70.232,134.236,141.899,130.75,130.635
703.4,94.552,66.872,137.693,95.134,70.232,134.272,141.899,130.712,130.635
703.5,94.552,66.962,137.727,95.198,70.319,134.272,141.837,130.788,130.635
703.6,94.552,66.872,137.693,95.198,70.232,134.272,141.899,130.75,130.635
703.7,94.552,66.962,137.693,95.134,70.232,134.236,141.868,130.75,130.635
703.8,94.617,66.962,137.659,95.198,70.232,134.272,141.931,130.75,130.635
703.9,94.811,66.872,137.727,95.198,70.319,134.272,141.899,130.75,130.635
704.0,94.746,66.872,137.727,95.198,70.319,134.343,141.931,130.75,130.635
704.1,94.617,66.962,137.727,95.134,70.232,134.236,141.931,130.864,130.597
704.2,94.617,66.872,137.727,95.134,70.232,134.272,141.899,130.75,130.597
704.3,94.681,66.962,137.727,95.198,70.232,134.308,141.899,130.75,130.635
704.4,94.617,66.872,137.693,95.198,70.232,134.272,141.994,130.788,130.674
704.5,94.681,66.962,137.761,95.198,70.232,134.272,141.868,130.75,130.674
704.6,94.746,66.962,137.761,95.262,70.319,134.236,141.899,130.75,130.674
704.7,94.681,66.962,137.727,95.198,70.232,134.272,141.931,130.788,130.635
704.8,94.681,66.962,137.727,95.198,70.232,134.272,141.899,130.75,130.635
704.9,94.746,67.052,137.794,95.198,70.232,134.308,141.899,130.75,130.635
705.0,94.746,66.962,137.693,95.198,70.319,134.236,141.899,130.788,130.674
705.1,94.746,67.052,137.727,95.198,70.232,134.308,141.868,130.75,130.635
705.2,94.746,66.962,137.761,95.262,70.319,134.272,141.931,130.75,130.674
705.3,94.746,67.052,137.761,95.262,70.232,134.272,141.899,130.788,130.635
705.4,94.811,67.052,137.693,95.198,70.319,134.272,141.899,130.712,130.635
705.5,94.746,66.962,137.794,95.262,70.232,134.272,141.899,130.75,130.674
705.6,94.746,67.142,137.727,95.262,70.232,134.272,141.899,130.788,130.635
705.7,94.876,67.142,137.727,95.198,70.319,134.272,141.899,130.864,130.635
705.8,94.811,67.052,137.862,95.262,70.406,134.308,141.899,130.75,130.635
705.9,94.811,67.052,137.727,95.262,70.232,134.308,141.899,130.75,130.674
706.0,94.681,67.052,137.761,95.327,70.232,134.272,141.962,130.75,130.635
706.1,94.94,67.052,137.727,95.262,70.319,134.272,141.868,130.826,130.712
706.2,94.94,67.052,137.828,95.198,70.319,134.272,141.899,130.75,130.674
706.3,94.94,67.052,137.727,95.262,70.319,134.343,141.868,130.75,130.75
706.4,94.811,67.142,137.727,95.262,70.406,134.272,141.899,130.712,130.635
706.5,94.94,67.142,137.794,95.262,70.232,134.272,141.931,130.788,130.674
706.6,94.94,67.142,137.761,95.262,70.319,134.272,141.899,130.75,130.635
706.7,94.94,67.142,137.761,95.198,70.232,134.236,141.931,130.826,130.674
706.8,94.94,67.142,137.761,95.262,70.406,134.272,141.899,130.788,130.674
706.9,95.005,67.052,137.761,95.262,70.406,134.272,141.899,130.788,130.635
707.0,94.94,67.142,137.761,95.262,70.406,134.236,141.899,130.75,130.635
707.1,95.005,67.142,137.727,95.455,70.406,134.272,141.868,130.674,130.674
707.2,95.005,67.142,137.761,95.262,70.319,134.272,141.868,130.75,130.674
707.3,95.069,67.142,137.761,95.327,70.406,134.236,141.868,130.712,130.635
707.4,95.134,67.052,137.625,95.327,70.319,134.272,141.899,130.75,130.635
707.5,95.069,67.232,137.794,95.391,70.406,134.236,141.868,130.75,130.597
707.6,95.069,67.321,137.794,95.327,70.406,134.272,141.868,130.712,130.635
707.7,95.134,67.232,137.761,95.327,70.492,134.272,141.868,130.75,130.674
707.8,95.069,67.232,137.727,95.327,70.406,134.308,141.868,130.75,130.635
707.9,95.134,67.232,137.727,95.327,70.406,134.272,141.931,130.788,130.635
708.0,95.134,67.232,137.727,95.327,70.406,134.272,141.899,130.75,130.635
708.1,95.134,67.321,137.794,95.327,70.406,134.272,141.868,130.75,130.635
708.2,95.134,67.411,137.761,95.327,70.406,134.272,141.868,130.75,130.635
708.3,95.198,67.142,137.727,95.262,70.406,134.272,141.899,130.826,130.674
708.4,95.134,67.321,137.727,95.327,70.492,134.236,141.899,130.788,130.635
708.5,95.198,67.321,137.727,95.327,70.406,134.272,141.899,130.75,130.635
708.6,95.134,67.232,137.761,95.391,70.406,134.236,141.868,130.75,130.635
708.7,95.134,67.232,137.727,95.327,70.406,134.272,141.962,130.788,130.674
708.8,95.134,67.232,137.761,95.327,70.492,134.343,141.899,130.75,130.635
708.9,95.198,67.321,137.794,95.391,70.406,134.272,141.899,130.75,130.635
709.0,95.198,67.232,137.727,95.455,70.406,134.272,141.931,130.75,130.674
709.1,95.198,67.232,137.794,95.391,70.406,134.272,141.868,130.788,130.635
709.2,95.134,67.321,137.761,95.391,70.406,134.236,141.899,130.903,130.597
709.3,95.262,67.321,137.761,95.391,70.492,134.272,141.899,130.712,130.635
709.4,95.262,67.411,137.761,95.455,70.406,134.272,141.899,130.75,130.635
709.5,95.327,67.321,137.794,95.327,70.492,134.272,141.868,130.826,130.635
709.6,95.262,67.321,137.862,95.391,70.492,134.272,141.868,130.75,130.635
709.7,95.327,67.411,137.727,95.455,70.492,134.308,141.868,130.788,130.635
