0.17464018,-0.47669575,0.052769072,0.46549416,-0.22135524
0.6066467,-0.02636528,-0.26304674,-0.27448404,-0.100948766
0.14805724,0.48245347,-0.34540254,-0.3402876,-0.012944771
-0.24413846,-0.18791278,0.6404462,0.03339624,-0.22265084
-0.033367574,0.51341337,-0.16707726,-0.25594243,-0.11743777
0.59195143,-0.5062202,-0.12984455,0.32337272,-0.31110793
0.16087776,-0.45405838,-0.04884933,0.5069244,-0.16522706
-0.2604195,0.5228441,-0.09243383,-0.24439186,0.049735922
-0.33421695,0.64415795,0.071223654,-0.32351154,-0.09443421
0.4415905,-0.69123113,-0.09788765,0.4875718,-0.13812304
0.1379693,-0.43778092,0.04412682,0.43072087,-0.17746377
0.6777156,-0.52709097,-0.22189532,0.26654625,-0.22527578
0.46099508,-0.04570112,-0.06479183,-0.18862778,-0.21020666
-0.22537665,-0.07960769,-0.031432215,0.031228585,0.325742
-0.30644342,0.10986813,-0.040596392,-0.3006761,0.566242
-0.11648399,-0.0653341,0.41450983,0.026548134,-0.26214257
0.07305274,-0.24624118,0.18691221,0.16199511,-0.1798721
-0.07215594,-0.37270248,0.29013515,0.2715446,-0.093231365
0.027488042,0.54129636,-0.3268381,-0.2533542,-0.058394186
0.2355598,-0.46525207,0.0075442903,0.34137937,-0.11970573
0.66658145,-0.66663116,-0.13855447,0.35458213,-0.23639566
-0.2827726,0.20626837,-0.09638661,-0.27326083,0.46332675
-0.16838449,0.5063374,-0.07335072,-0.34146124,0.045149405
-0.18697578,-0.1494925,0.4429916,0.09544183,-0.18778019
-0.10741077,0.110881835,-0.36636168,-0.0111427875,0.36564103
-0.048332114,0.5127429,-0.11572919,-0.23352633,-0.17872638
0.1723753,-0.41635394,0.18836518,0.33871135,-0.2823144
-0.1852761,-0.2414755,0.35043567,0.19556406,-0.0868422
0.38377178,-0.60076874,0.1931979,0.18576212,-0.1456887
0.011846012,-0.36843723,0.2478724,0.33205456,-0.21163836
-0.10520595,-0.36520016,0.4337243,0.07225254,0.010500854
0.055577695,0.49591953,-0.31741583,-0.30329627,-0.0014289272
0.57646924,-0.6960185,-0.09629305,0.3828558,-0.17746232
-0.005520172,0.56123966,-0.28976905,-0.28081885,-0.053895243
0.11421436,-0.39154655,-0.10649732,0.50435376,-0.13161008
0.63820904,-0.51551604,-0.1815501,0.31359562,-0.29066908
0.41973495,-0.49164852,0.014287741,0.2140403,-0.16320398
-0.07848339,0.52986634,-0.16419922,-0.28678438,-0.054433964
0.15120621,-0.48716208,0.028842036,0.42823642,-0.11542281
0.0025248227,-0.19604862,-0.35061643,0.08561892,0.46462017
0.12072795,-0.33865914,0.12661654,0.22803615,-0.13325098
-0.20435885,-0.08646043,0.3753608,0.06345487,-0.13827331
-0.23833233,0.00766878,-0.16161512,-0.05244968,0.46142477
0.4757178,-0.11804572,-0.012011444,-0.11131992,-0.2831734
0.7436876,-0.34003416,-0.095131725,-0.03798849,-0.31642163
-0.27515534,0.14201476,-0.11051267,-0.12543139,0.38014537
0.21711536,-0.42376733,0.16422294,0.30835629,-0.26854232
0.6039182,-0.5517128,-0.06140831,0.24185684,-0.25258204
-0.14124747,0.40331557,-0.1177505,-0.19533043,0.02705735
-0.19771256,-0.2747363,0.4106374,0.18264817,-0.08921032
-0.36381865,0.5962372,-0.08419731,-0.37393102,0.20665075
-0.008106043,-0.45927978,0.1332542,0.60001284,-0.25763428
0.6579792,-0.3764777,-0.15600258,0.20477882,-0.38740632
-0.039483715,-0.14572978,0.10178001,0.20907857,-0.13150877
-0.1692293,0.41949797,-0.13097385,-0.3239293,0.1812302
-0.30781096,0.44727755,-0.24239476,-0.21489736,0.30286998
0.74535036,-0.06628285,-0.23940954,-0.23293239,-0.2686459
-0.2722072,-0.13339093,0.66632414,0.037511,-0.27483335
-0.35076177,0.53692764,-0.07748913,-0.46248814,0.34569004
-0.27041638,-0.15322137,0.5543378,0.14004125,-0.25264347
-0.23342764,-0.042456068,-0.11098346,-0.10734691,0.5189289
0.2185124,0.43849605,-0.4400243,-0.21153976,-0.08314008
-0.12817293,-0.35960498,0.20939514,0.30690193,-0.007486819
0.40733665,-0.42056143,0.0013836166,0.23039326,-0.23720448
-0.14081648,0.22046539,-0.25838953,-0.30069113,0.4790095
0.056352604,-0.4229598,0.16839541,0.5105527,-0.30981463
0.64241654,-0.4759311,-0.13721162,0.23429383,-0.29564396
0.087215535,-0.38719445,0.09928816,0.41265646,-0.21363948
-0.27246556,0.055396434,-0.06086804,-0.10953994,0.40503705
0.26251113,0.4533752,-0.4477549,-0.2947376,-0.05303718
-0.050803643,-0.37888116,0.19224156,0.33630535,-0.08325212
0.6166466,-0.2668531,-0.12869383,-0.015739964,-0.25342545
0.053867847,-0.41434568,0.11767749,0.4316739,-0.18812832
-0.2728055,0.28343105,-0.113662824,-0.2975547,0.40806654
0.61295795,-0.49772626,-0.15434119,0.32035983,-0.31774542
-0.20053026,-0.21478835,0.27465284,0.18278216,-0.018231507
-0.1237711,-0.033718422,0.3011883,-0.11382136,-0.011419492
-0.28423554,0.11836681,-0.14188397,-0.13261536,0.4539375
-0.19388093,-0.31670472,0.50570846,0.1994834,-0.16930698
-0.14616455,-0.21319771,0.372792,-0.016297128,0.033598013
-0.36117873,0.25270927,-0.12416728,-0.024894929,0.25825372
-0.25779173,0.07031085,-0.006643678,-0.09262669,0.2992618
0.11913688,-0.3848257,-0.004778821,0.39243868,-0.12686932
-0.29537228,0.10203079,-0.030694267,-0.14008275,0.3811874
-0.16919495,-0.13889883,0.4217253,0.013085211,-0.10453072
0.55421406,-0.68401605,0.04429586,0.356215,-0.2759767
-0.35194215,0.6170809,0.04255107,-0.3239024,-0.010829089
0.073299274,-0.45825782,-0.03292184,0.60259,-0.18356213
-0.255947,0.4414002,-0.0931713,-0.30373588,0.20609514
0.17213315,0.34224108,-0.35759315,-0.13470913,-0.08424432
-0.2128427,0.14007175,-0.097543366,-0.24246411,0.41530725
-0.19163314,-0.43787256,0.46839163,0.3380708,-0.14028127
0.65974313,-0.55445665,-0.17968577,0.31930894,-0.2726245
0.16876324,-0.47503072,0.015821327,0.44816864,-0.15826958
0.0652234,0.47623676,-0.26218295,-0.29115626,-0.050429862
0.22772956,0.31122392,-0.38117182,-0.13545968,-0.08288099
-0.29193372,0.060035463,-0.16094685,-0.05824271,0.4692066
-0.23785146,0.114228785,-0.21624985,-0.11219889,0.4599889
0.27635244,-0.4583584,0.18312868,0.2334046,-0.23643303
-0.2857644,0.05305407,-0.1415586,-0.14617372,0.54270864
-0.22000206,-0.06255853,0.4348429,0.0039731017,-0.1419867
0.45185298,-0.38441405,0.01340853,0.2054703,-0.32033432
-0.25639558,-0.24919072,0.51617616,0.070515685,-0.040294185
-0.23785146,0.114228785,-0.21624985,-0.11219889,0.4599889
-0.15353717,0.09708979,-0.26252136,-0.15224189,0.4765815
-0.21090344,-0.31481645,0.48167673,0.23208885,-0.15644093
-0.27938333,0.27297902,-0.18875246,-0.21004717,0.40302148
0.5122828,-0.700933,-0.037471887,0.42712548,-0.20644987
0.6270105,-0.6505333,-0.03833487,0.3459073,-0.3004688
-0.32993078,-0.2823192,0.6103948,0.02754073,0.03288827
0.082298,-0.46648762,-0.04834472,0.6462884,-0.21333197
0.055577695,0.49591953,-0.31741583,-0.30329627,-0.0014289272
0.34183568,-0.3512118,0.15652326,0.059706584,-0.22467612
-0.22762959,-0.44193304,0.6372429,0.28396815,-0.2101484
-0.128141,0.0558074,-0.2669887,-0.05483683,0.39804557
0.44941133,-0.42460424,-0.025196923,0.2925447,-0.32305387
-0.2777564,-0.39127186,0.5830178,0.39466575,-0.26937455
-0.1692293,0.41949797,-0.13097385,-0.3239293,0.1812302
0.22838597,0.17548873,-0.45427063,-0.09862248,0.100948334
-0.23938338,-0.23481926,0.43010172,0.2468101,-0.1799964
-0.22251596,0.55655456,0.007413919,-0.19802342,-0.19398122
0.42401692,-0.09439229,0.001996528,-0.15953325,-0.2137678
-0.32397807,0.57058346,-0.12820214,-0.2934012,0.1457594
0.63802636,-0.5423548,-0.067030884,0.34217778,-0.40500194
-0.28109586,0.07585014,-0.0071140532,-0.13307953,0.3657386
0.2342939,-0.5072196,0.0173335,0.47211614,-0.21615756
0.57192177,-0.685099,0.013348915,0.37678388,-0.282908
0.7211958,-0.30726615,-0.14077593,-0.013169993,-0.3090388
-0.1868715,-0.21595034,0.47397336,0.016109923,-0.055071875
-0.17706844,0.06519445,0.3249883,-0.076142654,-0.13466628
0.06378179,0.49651977,-0.20833378,-0.27447402,-0.14742386
0.1074655,-0.25674638,0.33555394,0.22624506,-0.42334598
-0.2472573,-0.24910748,0.45248747,0.21064216,-0.1436528
-0.03725285,0.46197945,-0.22274546,-0.40274215,0.15951195
-0.1789422,0.58103865,-0.17921495,-0.3629009,0.09814153
-0.03902858,0.5437962,-0.26133987,-0.2784821,-0.026390722
-0.13220601,0.093106374,-0.31270513,-0.11699594,0.47447833
-0.18656656,-0.28436312,0.31495345,0.1979202,-0.01046318
0.72638613,-0.6240438,-0.1987,0.28195208,-0.21402377
0.12933753,-0.3604927,0.22641142,0.20562363,-0.19694121
0.118220285,-0.43952936,0.12809291,0.34373876,-0.14719807
-0.20651227,-0.174764,0.39147595,0.113912255,-0.097208954
0.2342939,-0.5072196,0.0173335,0.47211614,-0.21615756
-0.22537665,-0.07960769,-0.031432215,0.031228585,0.325742
