0,0.73,0.32,0.55,0.67,0.59,0.38,0.25,0.39,0.37
1,0.73,0.33,0.55,0.67,0.6,0.39,0.29,0.4,0.38
2,0.74,0.34,0.53,0.68,0.61,0.39,0.29,0.4,0.39
3,0.74,0.37,0.52,0.69,0.63,0.41,0.37,0.41,0.4
4,0.75,0.38,0.53,0.69,0.63,0.42,0.29,0.42,0.41
5,0.75,0.4,0.55,0.7,0.65,0.42,0.33,0.43,0.42
6,0.76,0.4,0.57,0.7,0.65,0.43,0.33,0.44,0.43
7,0.76,0.42,0.57,0.71,0.67,0.43,0.43,0.46,0.44
8,0.77,0.42,0.55,0.71,0.67,0.43,0.37,0.46,0.45
9,0.77,0.45,0.57,0.72,0.69,0.46,0.37,0.48,0.46
10,0.78,0.46,0.57,0.72,0.69,0.46,0.33,0.47,0.46
11,0.78,0.47,0.57,0.73,0.7,0.47,0.37,0.49,0.48
12,0.78,0.48,0.63,0.73,0.7,0.47,0.37,0.48,0.48
13,0.78,0.48,0.59,0.73,0.71,0.47,0.47,0.49,0.48
14,0.79,0.5,0.59,0.74,0.72,0.47,0.37,0.5,0.5
15,0.79,0.51,0.59,0.74,0.73,0.49,0.37,0.5,0.49
16,0.8,0.52,0.6,0.74,0.74,0.51,0.37,0.51,0.51
17,0.81,0.54,0.6,0.75,0.75,0.5,0.37,0.52,0.51
18,0.81,0.54,0.59,0.75,0.75,0.5,0.47,0.53,0.52
19,0.81,0.56,0.59,0.76,0.76,0.51,0.43,0.54,0.53
20,0.82,0.57,0.6,0.76,0.76,0.51,0.47,0.55,0.54
21,0.82,0.58,0.59,0.76,0.77,0.52,0.43,0.56,0.54
22,0.82,0.58,0.63,0.77,0.77,0.52,0.37,0.55,0.55
23,0.83,0.6,0.6,0.77,0.78,0.54,0.37,0.57,0.56
24,0.83,0.6,0.63,0.77,0.79,0.54,0.47,0.57,0.58
25,0.83,0.61,0.6,0.78,0.79,0.54,0.43,0.56,0.56
26,0.84,0.62,0.63,0.78,0.79,0.54,0.43,0.58,0.57
27,0.85,0.64,0.64,0.79,0.81,0.55,0.43,0.59,0.58
28,0.85,0.64,0.63,0.79,0.81,0.55,0.43,0.59,0.59
29,0.85,0.65,0.64,0.79,0.82,0.55,0.47,0.59,0.6
30,0.85,0.66,0.63,0.8,0.82,0.57,0.47,0.61,0.6
31,0.86,0.67,0.63,0.8,0.82,0.55,0.47,0.6,0.6
32,0.86,0.67,0.64,0.8,0.82,0.58,0.33,0.61,0.61
33,0.86,0.68,0.64,0.8,0.83,0.58,0.47,0.61,0.61
34,0.86,0.69,0.64,0.81,0.83,0.58,0.43,0.62,0.62
35,0.87,0.7,0.63,0.81,0.84,0.59,0.43,0.62,0.63
36,0.87,0.71,0.68,0.81,0.85,0.61,0.37,0.63,0.64
37,0.87,0.72,0.64,0.82,0.85,0.59,0.43,0.64,0.65
38,0.88,0.72,0.63,0.82,0.85,0.61,0.33,0.64,0.65
