-0.030585285,0.2863807,-0.0022068843,-0.2241793
-0.17684801,-0.17002031,-0.09198632,0.4051717
-0.18777475,-0.17652121,-0.1101317,0.43883127
0.30593523,-0.104677305,0.17702486,-0.39308724
-0.19445525,-0.1421304,-0.099561155,0.40214643
-0.17664073,0.3068977,0.08717569,-0.18628252
0.28580704,-0.016937796,0.07093212,-0.35422036
-0.34128174,-0.058553867,0.73737127,-0.3314553
0.30477375,-0.07230011,-0.094519556,-0.15410182
-0.23098388,-0.15588455,-0.07825886,0.4359038
-0.25936785,0.30107257,0.11390273,-0.1332078
-0.12072495,-0.3882563,0.79390585,-0.29197526
0.42561826,-0.16543,-0.049171485,-0.24786763
-0.1970911,-0.34909362,0.81340533,-0.2717159
-0.24908145,0.33204708,-0.063322686,-0.0012127832
-0.12668899,-0.44278014,0.7909372,-0.2353372
0.30127156,0.013631374,-0.08784722,-0.2467168
-0.16543822,0.32036692,0.054078963,-0.18311656
0.32278544,-0.18212007,0.0034520337,-0.18025759
-0.14445333,-0.37654096,0.8156506,-0.2990259
-0.06694849,0.19372746,0.045451432,-0.15653753
0.12057777,0.09157026,0.017968558,-0.23475662
-0.18163656,0.29455858,0.10465355,-0.18969521
-0.14996469,0.2920627,0.09163565,-0.20320061
0.33948556,-0.09872445,0.025111929,-0.28495514
-0.0957684,0.21331157,0.08113093,-0.17957515
-0.19601879,0.020032614,-0.18812278,0.3306869
-0.28086776,-0.031112263,-0.0764115,0.35690504
-0.14073722,0.27378675,0.060519665,-0.16489479
-0.12873597,0.23190233,0.13879459,-0.21574634
0.2880815,-0.448977,-0.0041154576,0.09580941
-0.1809527,-0.36567438,0.80028844,-0.26250345
0.32751358,0.059995156,-0.05968587,-0.33648312
-0.26441848,-0.33988285,0.8479793,-0.24481815
0.27828383,0.014766277,-0.05169909,-0.25100118
-0.038934983,0.08351948,0.0051945075,-0.052384872
0.15007359,0.0008694567,-0.0035847612,-0.1623339
-0.21723603,0.24636054,0.07934314,-0.09363802
-0.24109524,-0.1451811,-0.07295015,0.43089944
-0.22131261,-0.33798122,0.82347715,-0.26595622
0.27449584,0.01174018,-0.19996636,-0.11145619
0.32472128,-0.04006163,-0.035831504,-0.2707688
-0.36960018,-0.31285754,0.8562316,-0.17226854
-0.22112162,-0.12084703,-0.08047159,0.39472365
-0.14306313,-0.1695683,-0.07225202,0.34822798
0.24381778,-0.06281052,-0.07613205,-0.13560145
-0.1619708,-0.19057132,-0.0835543,0.3997479
-0.33083296,-0.37817273,0.8049307,-0.109513566
-0.12757039,0.3135784,-0.10583687,-0.0743878
-0.19765766,-0.10253226,-0.10292988,0.37301442
-0.07444249,0.0968396,0.06875784,-0.09580297
0.2539749,0.018994968,-0.41280147,0.11018078
-0.22950333,-0.14855507,-0.10014771,0.44630566
0.4515856,0.045157783,-0.49082106,-0.031303167
0.5192665,-0.10087908,-0.20924997,-0.24583933
-0.10326043,0.24931805,0.098672606,-0.21392244
-0.44409558,-0.09819334,0.7969612,-0.23012589
-0.23101209,-0.1692424,-0.09084846,0.4590017
-0.026206661,-0.07707155,-0.09143395,0.1681071
-0.15725651,-0.4712342,0.75705445,-0.15413468
-0.22223404,0.24941623,0.17655456,-0.17678101
-0.29059464,-0.16157275,0.05604955,0.35796043
-0.37800342,-0.23380609,0.8701079,-0.24596563
0.69627774,-0.12636188,-0.43605214,-0.17866147
0.30989847,-0.18218987,0.059949648,-0.22691941
-0.21614069,-0.16093527,-0.116708994,0.45645103
-0.59675205,-0.12327799,0.86673754,-0.12190059
-0.17911072,-0.19171742,-0.075172454,0.41099435
